period,word,positive_count,negative_count,positive_rate,negative_rate,log_odds,total_count,sentiment
2009-W24,sad,13,117,0.0003804952291752034,0.005051813471502591,-2.4866048287132196,130,negative
2009-W24,sucks,6,53,0.00017561318269624773,0.0022884283246977547,-2.428716732791239,59,negative
2009-W24,hate,13,88,0.0003804952291752034,0.0037996545768566492,-2.2021748579250877,101,negative
2009-W24,sick,8,55,0.00023415091026166365,0.002374784110535406,-2.1971729004723093,63,negative
2009-W24,NOT_sleep,13,67,0.0003804952291752034,0.0028929188255613124,-1.9305805901893365,80,negative
2009-W24,NOT_work,7,30,0.00020488204647895567,0.0012953367875647669,-1.7228492380123237,37,negative
2009-W24,stupid,7,29,0.00020488204647895567,0.0012521588946459413,-1.68947862094213,36,negative
2009-W24,doesn't,6,24,0.00017561318269624773,0.0010362694300518134,-1.6467161837703097,30,negative
2009-W24,ugh,9,35,0.0002634197740443716,0.0015112262521588947,-1.6383878096097684,44,negative
2009-W24,bad,20,76,0.0005853772756541591,0.0032815198618307427,-1.638142882977582,96,negative
2009-W24,missing,9,32,0.0002634197740443716,0.001381692573402418,-1.5499925980212277,41,negative
2009-W24,woke,7,23,0.00020488204647895567,0.0009930915371329878,-1.4618836224850646,30,negative
2009-W24,miss,39,122,0.0011414856875256103,0.005267702936096718,-1.4541921198692673,161,negative
2009-W24,NOT_like,15,42,0.00043903295674061935,0.0018134715025906736,-1.3289014059657944,57,negative
2009-W25,vip,643,47,0.0010366386467915792,2.421990020370482e-05,3.6872089372947023,690,positive
2009-W25,congratulations,168,30,0.0002708480445738496,1.5459510768322225e-05,2.789534033119949,198,positive
2009-W25,jun,73,17,0.0001176899241303037,8.760389435382595e-06,2.5152760223646204,90,positive
2009-W25,welcome,675,186,0.0010882287505199315,9.58489667635978e-05,2.368016190552658,861,positive
2009-W25,feedback,56,17,9.028268152461654e-05,8.760389435382595e-06,2.252206208589806,73,positive
2009-W25,vines,186,59,0.0002998674779210478,3.040370451103371e-05,2.222791910021934,245,positive
2009-W25,add,857,284,0.0013816474654749352,0.0001463500352734504,2.184501583764077,1141,positive
2009-W25,congrats,401,133,0.0006464884873459149,6.853716440622854e-05,2.18172288210041,534,positive
2009-W25,yayy,58,19,9.350706300763856e-05,9.791023486604077e-06,2.1787806860984027,77,positive
2009-W25,smile,339,117,0.0005465326613722322,6.029209199645668e-05,2.1415690597577814,456,positive
2009-W25,appreciated,63,22,0.0001015680167151936,1.1336974563436298e-05,2.117698859771169,85,positive
2009-W25,smiling,69,25,0.00011124116116425966,1.2882925640268522e-05,2.0828299024795225,94,positive
2009-W25,chuckmemondays,45,17,7.254858336799543e-05,8.760389435382595e-06,2.0356616906819482,62,positive
2009-W25,hee,60,23,9.673144449066058e-05,1.1852291589047039e-05,2.02581228692811,83,positive
2009-W25,nominated,52,20,8.38339185585725e-05,1.0306340512214817e-05,2.020547341116078,72,positive
2009-W25,disappointing,0,159,0.0,8.19354070721078e-05,-4.685178185494266,159,negative
2009-W25,heartbroken,0,89,0.0,4.586321527935594e-05,-4.107337870664788,89,negative
2009-W25,injured,0,83,0.0,4.2771313125691494e-05,-4.037942875764813,83,negative
2009-W25,toothache,0,72,0.0,3.7102825843973344e-05,-3.896677303086074,72,negative
2009-W25,upsetting,0,60,0.0,3.091902153664445e-05,-3.7157281033703473,60,negative
2009-W25,poisoning,0,58,0.0,2.988838748542297e-05,-3.6821104920928835,58,negative
2009-W25,NOT_wimbledon,0,57,0.0,2.9373070459812228e-05,-3.664868185419513,57,negative
2009-W25,NOT_sadly,0,56,0.0,2.8857753434201487e-05,-3.6473233755299894,56,negative
2009-W25,devastated,0,53,0.0,2.7311802357369266e-05,-3.592762890565215,53,negative
2009-W25,womp,0,52,0.0,2.6796485331758525e-05,-3.573893906023219,52,negative
2009-W25,heartbreaking,0,49,0.0,2.5250534254926303e-05,-3.5150519052889493,49,negative
2009-W25,NOT_receive,0,48,0.0,2.4735217229315563e-05,-3.49464253342113,48,negative
2009-W25,runny,0,48,0.0,2.4735217229315563e-05,-3.49464253342113,48,negative
2009-W25,poorly,1,139,1.6121907415110097e-06,7.162906655989297e-05,-3.4525750974893743,140,negative
2009-W25,strep,0,46,0.0,2.3704583178094078e-05,-3.4525300475985308,46,negative
